"Analysis conducted in collaboration with Microsoft Healthcare NeXT researchers: William Weeks, Nancy Morden, Grace Huynh, James Weinstein, Jonathan Larson, Bryan Tower and Care Journey analysts: Stacey Cao and Zach Bredl",,,,,
Hospital Servicing Area,HSA Name,HRR ID,HRR Name,Total Census pop,% Pop > 65 With 2+
25077,MS- RULEVILLE,259,MS- JACKSON,9756,0.038904818
25082,MS- STARKVILLE,262,MS- TUPELO,48533,0.03700689
25084,MS- TUPELO,262,MS- TUPELO,181581,0.058228834
25085,MS- TYLERTOWN,259,MS- JACKSON,14779,0.069484672
25087,MS- VICKSBURG,259,MS- JACKSON,47737,0.050423268
25089,MS- WAYNESBORO,258,MS- HATTIESBURG,20184,0.057579986
25090,MS- WEST POINT,262,MS- TUPELO,20290,0.067381463
25093,MS- WINONA,259,MS- JACKSON,9785,0.063516435
25094,MS- YAZOO CITY,259,MS- JACKSON,21199,0.039844118
26001,MO- ALBANY,268,MO- KANSAS CITY,5129,0.071885259
26002,MO- APPLETON CITY,268,MO- KANSAS CITY,1980,0.084168252
26003,MO- AURORA,270,MO- SPRINGFIELD,15534,0.047812865
26004,MO- BETHANY,268,MO- KANSAS CITY,7482,0.068013581
26005,MO- BLUE SPRINGS,268,MO- KANSAS CITY,100075,0.046672356
26006,MO- BOLIVAR,270,MO- SPRINGFIELD,31524,0.077397256
26009,MO- BRANSON,270,MO- SPRINGFIELD,58974,0.074006394
26010,MO- BROOKFIELD,264,MO- COLUMBIA,13214,0.066285341
26011,MO- BUTLER,268,MO- KANSAS CITY,14524,0.072098927
26012,MO- CAMERON,268,MO- KANSAS CITY,13690,0.055929582
26013,MO- CAPE GIRARDEAU,263,MO- CAPE GIRARDEAU,125186,0.054546877
26014,MO- CARROLLTON,268,MO- KANSAS CITY,5307,0.061328589
26015,MO- CARTHAGE,267,MO- JOPLIN,25964,0.059341368
26019,MO- CHILLICOTHE,268,MO- KANSAS CITY,18046,0.067641226
26020,MO- CLINTON,268,MO- KANSAS CITY,41296,0.084079852
26021,MO- COLUMBIA,264,MO- COLUMBIA,274598,0.03959239
26022,MO- CRYSTAL CITY,273,MO- ST LOUIS,65316,0.073121974
26023,MO- DEXTER,263,MO- CAPE GIRARDEAU,19416,0.06781173
26025,MO- EL DORADO SPRINGS,270,MO- SPRINGFIELD,9064,0.071485057
26026,MO- ELLINGTON,273,MO- ST LOUIS,3598,0.07496613
26027,MO- EXCELSIOR SPRINGS,268,MO- KANSAS CITY,22969,0.053479647
26028,MO- FAIRFAX,278,NE- OMAHA,5893,0.074036523
26029,MO- FARMINGTON,273,MO- ST LOUIS,76352,0.068260729
26031,MO- FREDERICKTOWN,273,MO- ST LOUIS,11345,0.073081632
26033,MO- HANNIBAL,264,MO- COLUMBIA,40055,0.063063847
26034,MO- HARRISONVILLE,268,MO- KANSAS CITY,18118,0.063179539
26035,MO- HAYTI,263,MO- CAPE GIRARDEAU,11601,0.066390106
26036,MO- HERMANN,264,MO- COLUMBIA,5555,0.081761171
26037,MO- HOUSTON,270,MO- SPRINGFIELD,16973,0.063033797
26038,MO- INDEPENDENCE,268,MO- KANSAS CITY,130147,0.064682644
26039,MO- JEFFERSON CITY,264,MO- COLUMBIA,170827,0.055424773
26040,MO- JOPLIN,267,MO- JOPLIN,160188,0.064724319
26041,MO- KANSAS CITY,268,MO- KANSAS CITY,651538,0.045861569
26042,MO- KENNETT,18,AR- JONESBORO,20011,0.074057177
26043,MO- KIRKSVILLE,264,MO- COLUMBIA,40245,0.052800554
26045,MO- LAKE SAINT LOUIS,273,MO- ST LOUIS,101243,0.05209981
26046,MO- LAMAR,267,MO- JOPLIN,8895,0.069447568
26048,MO- LEES SUMMIT,268,MO- KANSAS CITY,75869,0.043962459
26049,MO- LEXINGTON,268,MO- KANSAS CITY,15364,0.069601522
26050,MO- LIBERTY,268,MO- KANSAS CITY,98974,0.042437904
26052,MO- LOUISIANA,273,MO- ST LOUIS,15819,0.060749616
26053,MO- MACON,264,MO- COLUMBIA,9211,0.069159424
26056,MO- MARSHALL,264,MO- COLUMBIA,22827,0.061825738
26057,MO- MARYVILLE,268,MO- KANSAS CITY,21906,0.042846415
26058,MO- MEMPHIS,192,IA- DES MOINES,3994,0.074235862
26059,MO- MEXICO,264,MO- COLUMBIA,37349,0.067962179
26060,MO- MILAN,264,MO- COLUMBIA,4251,0.060270325
26064,MO- NEOSHO,267,MO- JOPLIN,34246,0.056133692
26065,MO- NEVADA,267,MO- JOPLIN,18287,0.060030593
26066,MO- NORTH KANSAS CITY,268,MO- KANSAS CITY,223332,0.046970149
26067,MO- OSAGE BEACH,264,MO- COLUMBIA,44627,0.0756361
26068,MO- OSCEOLA,268,MO- KANSAS CITY,7397,0.092116585
26069,MO- PERRYVILLE,263,MO- CAPE GIRARDEAU,17846,0.058879634
26070,MO- PILOT KNOB,273,MO- ST LOUIS,9481,0.09663226
26071,MO- POPLAR BLUFF,273,MO- ST LOUIS,102086,0.070699021
26072,MO- POTOSI,273,MO- ST LOUIS,12503,0.080498971
26073,MO- RICHMOND,268,MO- KANSAS CITY,15322,0.068296075
26074,MO- ROLLA,273,MO- ST LOUIS,115908,0.047229879
26075,MO- SALEM,273,MO- ST LOUIS,16749,0.070830581
26076,MO- SEDALIA,264,MO- COLUMBIA,47797,0.056675929
26077,MO- SIKESTON,263,MO- CAPE GIRARDEAU,50282,0.068488716
26078,MO- SMITHVILLE,268,MO- KANSAS CITY,20413,0.041881501
26079,MO- SPRINGFIELD,270,MO- SPRINGFIELD,625888,0.058108752
26080,MO- ST CHARLES,273,MO- ST LOUIS,195450,0.052151222
26081,MO- ST JOSEPH,268,MO- KANSAS CITY,131821,0.060448328
26082,MO- ST LOUIS,273,MO- ST LOUIS,1719021,0.056583018
26084,MO- STE GENEVIEVE,273,MO- ST LOUIS,16107,0.067899632
26088,MO- TRENTON,268,MO- KANSAS CITY,14830,0.062366874
26089,MO- TROY,273,MO- ST LOUIS,53175,0.05307124
26090,MO- UNIONVILLE,264,MO- COLUMBIA,3564,0.086217474
26091,MO- WARRENSBURG,268,MO- KANSAS CITY,45272,0.034771718
26093,MO- WEST PLAINS,270,MO- SPRINGFIELD,54466,0.06936618
27001,MT- ANACONDA,276,MT- MISSOULA,9205,0.063522226
27002,MT- BAKER,274,MT- BILLINGS,3809,0.043270758
27005,MT- BILLINGS,274,MT- BILLINGS,198247,0.04549026
27006,MT- BOZEMAN,274,MT- BILLINGS,102192,0.020085515
27007,MT- BUTTE,276,MT- MISSOULA,38985,0.047938695
27008,MT- CHESTER,275,MT- GREAT FALLS,2511,0.067213965
27012,MT- CONRAD,275,MT- GREAT FALLS,4880,0.056469019
27014,MT- CUT BANK/BROWNING,275,MT- GREAT FALLS,4612,0.033933882
27015,MT- DEER LODGE,276,MT- MISSOULA,6146,0.050090438
27016,MT- DILLON,276,MT- MISSOULA,9769,0.046460681
27017,MT- ENNIS,274,MT- BILLINGS,3147,0.044175422
27020,MT- GLASGOW,274,MT- BILLINGS,7149,0.057468024
27021,MT- GLENDIVE,274,MT- BILLINGS,10033,0.050594205
27022,MT- GREAT FALLS,275,MT- GREAT FALLS,96401,0.055303787
27023,MT- HAMILTON,276,MT- MISSOULA,26815,0.048171689
27024,MT- HARDIN,274,MT- BILLINGS,8597,0.040632849
27026,MT- HAVRE,275,MT- GREAT FALLS,24332,0.040595403
27027,MT- HELENA,274,MT- BILLINGS,73285,0.036668586
27028,MT- KALISPELL,276,MT- MISSOULA,77111,0.043751363
27029,MT- LEWISTOWN,274,MT- BILLINGS,12646,0.054152475
27030,MT- LIBBY,276,MT- MISSOULA,12803,0.063692993
27031,MT- LIVINGSTON,274,MT- BILLINGS,16865,0.036098667
27032,MT- MALTA,275,MT- GREAT FALLS,3440,0.064449048
27033,MT- MILES CITY,274,MT- BILLINGS,15725,0.059023369
27034,MT- MISSOULA,276,MT- MISSOULA,139385,0.031016849
27036,MT- PLAINS,276,MT- MISSOULA,9472,0.069154492
27037,MT- PLENTYWOOD,274,MT- BILLINGS,3747,0.056062302
27038,MT- POLSON,276,MT- MISSOULA,11427,0.054610149
27039,MT- POPLAR,274,MT- BILLINGS,4312,0.035775042
27040,MT- RED LODGE,274,MT- BILLINGS,4247,0.041441017
27041,MT- RONAN,276,MT- MISSOULA,9756,0.044312272
27043,MT- SCOBEY,274,MT- BILLINGS,1550,0.063068416
27044,MT- SHELBY,275,MT- GREAT FALLS,5342,0.034583849
27045,MT- SHERIDAN,276,MT- MISSOULA,2175,0.058330963
27046,MT- SIDNEY,274,MT- BILLINGS,14230,0.049100112
27047,MT- SUPERIOR,276,MT- MISSOULA,3147,0.056067912
27049,MT- TOWNSEND,274,MT- BILLINGS,4548,0.058295816
27051,MT- WHITE SULPHUR SPGS,274,MT- BILLINGS,1761,0.052407791
27052,MT- WHITEFISH,276,MT- MISSOULA,28439,0.034596165
27053,MT- WOLF POINT,274,MT- BILLINGS,6415,0.028527909
27054,MT- BROWNING,275,MT- GREAT FALLS,9818,0.040893788
28001,NE- AINSWORTH,278,NE- OMAHA,3727,0.069145644
28002,NE- ALBION,278,NE- OMAHA,7206,0.061606848
28003,NE- ALLIANCE,103,CO- DENVER,11530,0.044729546
28004,NE- ALMA,277,NE- LINCOLN,3357,0.081745646
28005,NE- ATKINSON,278,NE- OMAHA,3426,0.074403727
28006,NE- AUBURN,278,NE- OMAHA,6972,0.066252525
28007,NE- AURORA,277,NE- LINCOLN,7522,0.0452691
28008,NE- BASSETT,278,NE- OMAHA,1210,0.099910584
28009,NE- BEATRICE,277,NE- LINCOLN,19387,0.066812055
28010,NE- BENKELMAN,103,CO- DENVER,1595,0.066454324
28011,NE- BLAIR,278,NE- OMAHA,16209,0.051355579
28013,NE- BROKEN BOW,277,NE- LINCOLN,7771,0.064670312
28014,NE- CALLAWAY,277,NE- LINCOLN,2544,0.078334067
28015,NE- CAMBRIDGE,277,NE- LINCOLN,4904,0.066715524
28016,NE- CENTRAL CITY,278,NE- OMAHA,5145,0.070213329
28017,NE- CHADRON,370,SD- RAPID CITY,8626,0.032755443
28018,NE- COLUMBUS,278,NE- OMAHA,34457,0.053840115
28019,NE- COZAD,277,NE- LINCOLN,5205,0.052718993
28020,NE- CRAWFORD,370,SD- RAPID CITY,1525,0.052828886
28021,NE- CREIGHTON,278,NE- OMAHA,3219,0.081049075
28022,NE- CRETE,277,NE- LINCOLN,8741,0.032529713
28023,NE- DAVID CITY,277,NE- LINCOLN,8630,0.062022777
28024,NE- FAIRBURY,277,NE- LINCOLN,6744,0.059525
28025,NE- FALLS CITY,278,NE- OMAHA,6356,0.075955074
28026,NE- FRANKLIN,277,NE- LINCOLN,2148,0.092788158
28027,NE- FREMONT,278,NE- OMAHA,44469,0.053475529
28030,NE- GENEVA,277,NE- LINCOLN,3464,0.075517785
28031,NE- GENOA,278,NE- OMAHA,1494,0.052760092
28032,NE- GORDON,370,SD- RAPID CITY,4481,0.061166855
28033,NE- GOTHENBURG,277,NE- LINCOLN,4231,0.061287738
28034,NE- GRAND ISLAND,278,NE- OMAHA,72486,0.045964429
28035,NE- GRANT,103,CO- DENVER,3417,0.049316427
28036,NE- HASTINGS,277,NE- LINCOLN,40783,0.05559607
28037,NE- HEBRON,277,NE- LINCOLN,4537,0.068140137
28038,NE- HENDERSON,277,NE- LINCOLN,1575,0.074311055
28039,NE- HOLDREGE,277,NE- LINCOLN,13067,0.069074507
28040,NE- HUMBOLDT,277,NE- LINCOLN,1737,0.091115439
28041,NE- IMPERIAL,103,CO- DENVER,4754,0.06585178
28042,NE- KEARNEY,278,NE- OMAHA,54195,0.047377739
28043,NE- KIMBALL,104,CO- FORT COLLINS,3814,0.063231404
28044,NE- LEXINGTON,277,NE- LINCOLN,14741,0.03745698
28045,NE- LINCOLN,277,NE- LINCOLN,342726,0.040706741
28046,NE- LYNCH,278,NE- OMAHA,3195,0.071882075
28047,NE- MCCOOK,103,CO- DENVER,13309,0.064693209
28048,NE- MINDEN,278,NE- OMAHA,3884,0.071596051
28049,NE- NEBRASKA CITY,278,NE- OMAHA,9754,0.056876877
28050,NE- NELIGH,278,NE- OMAHA,6796,0.070314532
28051,NE- NORFOLK,278,NE- OMAHA,44306,0.050542494
28052,NE- NORTH PLATTE,277,NE- LINCOLN,39180,0.061867453
28053,NE- O'NEILL,278,NE- OMAHA,7433,0.070156231
28054,NE- OAKLAND,278,NE- OMAHA,3583,0.077492465
28055,NE- OGALLALA,103,CO- DENVER,9681,0.067197692
28056,NE- OMAHA,278,NE- OMAHA,753859,0.034585735
28057,NE- ORD,278,NE- OMAHA,6267,0.072285073
28058,NE- OSCEOLA,278,NE- OMAHA,4300,0.057537003
28059,NE- OSHKOSH,103,CO- DENVER,1869,0.067675483
28060,NE- OSMOND,278,NE- OMAHA,4799,0.072796384
28062,NE- PAWNEE CITY,277,NE- LINCOLN,2411,0.093464094
28063,NE- PENDER,196,IA- SIOUX CITY,4521,0.048480675
28064,NE- PLAINVIEW,278,NE- OMAHA,1993,0.089082947
28065,NE- RED CLOUD,277,NE- LINCOLN,1392,0.091972074
28066,NE- SARGENT,278,NE- OMAHA,1696,0.075577698
28067,NE- SCHUYLER,278,NE- OMAHA,8883,0.034918414
28068,NE- SCOTTSBLUFF,103,CO- DENVER,43144,0.050862352
28069,NE- SEWARD,277,NE- LINCOLN,9765,0.03878671
28070,NE- SIDNEY,103,CO- DENVER,11358,0.048053862
28071,NE- ST PAUL,278,NE- OMAHA,5514,0.063553667
28072,NE- SUPERIOR,277,NE- LINCOLN,4031,0.096009676
28073,NE- SYRACUSE,277,NE- LINCOLN,3631,0.080363178
28074,NE- TECUMSEH,277,NE- LINCOLN,5387,0.05003501
28076,NE- VALENTINE,277,NE- LINCOLN,5246,0.048751069
28077,NE- WAHOO,278,NE- OMAHA,5996,0.056660086
28078,NE- WAYNE,196,IA- SIOUX CITY,10981,0.038347697
28079,NE- WEST POINT,278,NE- OMAHA,7465,0.052284734
28080,NE- YORK,277,NE- LINCOLN,12098,0.05312285
29001,NV- BATTLE MOUNTAIN,280,NV- RENO,5561,0.037664651
29002,NV- BOULDER CITY,279,NV- LAS VEGAS,15648,0.076567852
29003,NV- CARSON CITY,280,NV- RENO,121636,0.060904338
29004,NV- ELKO,423,UT- SALT LAKE CITY,50054,0.029326657
29005,NV- ELY,423,UT- SALT LAKE CITY,10218,0.045419074
29006,NV- FALLON,280,NV- RENO,25275,0.049874968
29007,NV- HAWTHORNE,280,NV- RENO,3320,0.066938123
29008,NV- HENDERSON,279,NV- LAS VEGAS,100897,0.055721116
29010,NV- LAS VEGAS,279,NV- LAS VEGAS,2027945,0.052412009
29013,NV- RENO,280,NV- RENO,491423,0.041939924
29015,NV- TONOPAH,280,NV- RENO,5540,0.048980854
29016,NV- WINNEMUCCA,280,NV- RENO,17896,0.030653103
29018,NV- OWYHEE,151,ID- BOISE,1509,0.044684041
30001,NH- BERLIN,281,NH- LEBANON,15663,0.055837183
30002,NH- CLAREMONT,281,NH- LEBANON,20817,0.053887705
30003,NH- COLEBROOK,281,NH- LEBANON,5775,0.086280112
30004,NH- CONCORD,282,NH- MANCHESTER,129354,0.042296023
30005,NH- DERRY,282,NH- MANCHESTER,60513,0.041653166
30006,NH- DOVER,222,ME- PORTLAND,96495,0.035295236
30007,NH- EXETER,282,NH- MANCHESTER,101872,0.044956448
30008,NH- FRANKLIN,282,NH- MANCHESTER,26905,0.052826367
30010,NH- KEENE,281,NH- LEBANON,60015,0.044002676
30011,NH- LACONIA,282,NH- MANCHESTER,51585,0.056459142
30012,NH- LANCASTER,281,NH- LEBANON,14196,0.067667441
30013,NH- LEBANON,281,NH- LEBANON,71317,0.039001725
30014,NH- LITTLETON,281,NH- LEBANON,15652,0.044503294
30015,NH- MANCHESTER,282,NH- MANCHESTER,216194,0.04178567
30016,NH- NASHUA,282,NH- MANCHESTER,194036,0.043779243
30017,NH- NEW LONDON,281,NH- LEBANON,28378,0.049188386
30019,NH- NORTH CONWAY,222,ME- PORTLAND,18702,0.052082273
30020,NH- PETERBOROUGH,282,NH- MANCHESTER,37396,0.04524249
30021,NH- PLYMOUTH,282,NH- MANCHESTER,21066,0.05565426
30022,NH- PORTSMOUTH,282,NH- MANCHESTER,32792,0.050283109
30023,NH- ROCHESTER,222,ME- PORTLAND,50177,0.052099671
30024,NH- WOLFEBORO,282,NH- MANCHESTER,26354,0.07376762
30025,NH- WOODSVILLE,281,NH- LEBANON,15652,0.053811634
31001,NJ- ATLANTIC CITY,283,NJ- CAMDEN,204234,0.066314098
31002,NJ- BAYONNE,289,NJ- NEWARK,66719,0.064273061
31003,NJ- BELLEVILLE,289,NJ- NEWARK,65066,0.063930722
31004,NJ- BRIDGETON,283,NJ- CAMDEN,97879,0.0566357
31005,NJ- CAMDEN,283,NJ- CAMDEN,540164,0.057236476
31006,NJ- CAPE MAY COURT HOUSE,283,NJ- CAMDEN,74065,0.095677175
31007,NJ- DENVILLE,285,NJ- MORRISTOWN,121394,0.05732522
31008,NJ- DOVER,285,NJ- MORRISTOWN,163074,0.051155386
31010,NJ- EDISON,288,NJ- NEW BRUNSWICK,195104,0.063456246
31011,NJ- ELIZABETH,289,NJ- NEWARK,216876,0.053699871
31012,NJ- ELMER,283,NJ- CAMDEN,42715,0.061116763
31013,NJ- ENGLEWOOD,284,NJ- HACKENSACK,152477,0.067077561
31014,NJ- FLEMINGTON,356,PA- PHILADELPHIA,113118,0.053649519
31015,NJ- FREEHOLD,283,NJ- CAMDEN,141549,0.058881489
31016,NJ- HACKENSACK,284,NJ- HACKENSACK,153985,0.060723917
31017,NJ- HACKETTSTOWN,285,NJ- MORRISTOWN,45535,0.052584662
31019,NJ- HAMMONTON,283,NJ- CAMDEN,24173,0.07590142
31020,NJ- HOBOKEN,284,NJ- HACKENSACK,138339,0.040650782
31021,NJ- HOLMDEL,283,NJ- CAMDEN,119763,0.064399536
31022,NJ- IRVINGTON,289,NJ- NEWARK,54715,0.05246916
31023,NJ- JERSEY CITY,289,NJ- NEWARK,265793,0.047137793
31024,NJ- KEARNY,289,NJ- NEWARK,76987,0.055095833
31025,NJ- LAKEWOOD,283,NJ- CAMDEN,197811,0.053521356
31026,NJ- LIVINGSTON,289,NJ- NEWARK,124517,0.0572125
31027,NJ- LONG BRANCH,283,NJ- CAMDEN,77599,0.061931178
31028,NJ- MANAHAWKIN,283,NJ- CAMDEN,92253,0.110203694
31030,NJ- MONTCLAIR,289,NJ- NEWARK,157593,0.058937686
31031,NJ- MORRISTOWN,285,NJ- MORRISTOWN,188346,0.051697833
31032,NJ- MOUNT HOLLY,283,NJ- CAMDEN,178333,0.05717814
31033,NJ- NEPTUNE,283,NJ- CAMDEN,126107,0.076896867
31034,NJ- NEW BRUNSWICK,288,NJ- NEW BRUNSWICK,350501,0.053782633
31035,NJ- NEWARK,289,NJ- NEWARK,319265,0.050800225
31036,NJ- NEWTON,285,NJ- MORRISTOWN,85699,0.056983823
31037,NJ- NORTH BERGEN,284,NJ- HACKENSACK,128516,0.06250226
31038,NJ- ORANGE,289,NJ- NEWARK,59566,0.066683605
31039,NJ- PARAMUS,284,NJ- HACKENSACK,26919,0.088582687
31040,NJ- PASSAIC,284,NJ- HACKENSACK,249976,0.052701152
31041,NJ- PATERSON,291,NJ- PATERSON,178530,0.053806474
31042,NJ- PERTH AMBOY,288,NJ- NEW BRUNSWICK,57110,0.054792945
31043,NJ- PHILLIPSBURG,346,PA- ALLENTOWN,78378,0.065286314
31044,NJ- PLAINFIELD,285,NJ- MORRISTOWN,149893,0.051014758
31045,NJ- POINT PLEASANT,283,NJ- CAMDEN,120527,0.080551615
31046,NJ- POMPTON PLAINS,291,NJ- PATERSON,118573,0.063891571
31047,NJ- PRINCETON,288,NJ- NEW BRUNSWICK,245540,0.063935011
31048,NJ- RAHWAY,289,NJ- NEWARK,87350,0.057765841
31049,NJ- RED BANK,283,NJ- CAMDEN,121508,0.057429524
31050,NJ- RIDGEWOOD,292,NJ- RIDGEWOOD,212963,0.053390357
31051,NJ- RIVERSIDE,283,NJ- CAMDEN,55448,0.051825261
31053,NJ- SALEM,112,DE- WILMINGTON,47135,0.071584357
31054,NJ- SECAUCUS,284,NJ- HACKENSACK,19279,0.072829399
31055,NJ- SOMERS POINT,283,NJ- CAMDEN,54721,0.086005469
31056,NJ- SOMERVILLE,288,NJ- NEW BRUNSWICK,171162,0.046383878
31057,NJ- SOUTH AMBOY,288,NJ- NEW BRUNSWICK,65879,0.059056924
31058,NJ- STRATFORD,283,NJ- CAMDEN,189438,0.059231475
31059,NJ- SUMMIT,285,NJ- MORRISTOWN,170191,0.048338303
31060,NJ- SUSSEX,285,NJ- MORRISTOWN,49876,0.054457062
31061,NJ- TEANECK,284,NJ- HACKENSACK,169755,0.061310114
31062,NJ- TOMS RIVER,283,NJ- CAMDEN,228624,0.132306972
31063,NJ- TRENTON,356,PA- PHILADELPHIA,300164,0.059802412
31064,NJ- UNION,289,NJ- NEWARK,101309,0.060175268
31065,NJ- VINELAND,283,NJ- CAMDEN,72304,0.068222195
31066,NJ- WAYNE,291,NJ- PATERSON,105661,0.063123863
31067,NJ- WESTWOOD,284,NJ- HACKENSACK,111133,0.061751772
31068,NJ- WILLINGBORO,283,NJ- CAMDEN,85947,0.069044503
31069,NJ- WOODBURY,356,PA- PHILADELPHIA,148653,0.054354226
32001,NM- ALAMOGORDO,393,TX- EL PASO,51473,0.07134015
32002,NM- ALBUQUERQUE,293,NM- ALBUQUERQUE,919381,0.040855346
32003,NM- ARTESIA,293,NM- ALBUQUERQUE,20055,0.047605965
32005,NM- CARLSBAD,400,TX- LUBBOCK,37614,0.051444096
32006,NM- CLAYTON,293,NM- ALBUQUERQUE,3678,0.045910679
32007,NM- CLOVIS,400,TX- LUBBOCK,53629,0.046788422
32008,NM- DEMING,393,TX- EL PASO,24290,0.055204299
32009,NM- ESPANOLA,293,NM- ALBUQUERQUE,45672,0.05038163
32010,NM- FARMINGTON,293,NM- ALBUQUERQUE,108887,0.04148332
32011,NM- FORT SUMNER,293,NM- ALBUQUERQUE,1991,0.061171027
32012,NM- GALLUP/CROWNPOINT,293,NM- ALBUQUERQUE,57823,0.0393196
32013,NM- GRANTS/SAN FIDEL,293,NM- ALBUQUERQUE,28387,0.054294766
32014,NM- HOBBS,400,TX- LUBBOCK,52933,0.042303395
32015,NM- LAS CRUCES,393,TX- EL PASO,163375,0.050143531
32016,NM- LAS VEGAS,293,NM- ALBUQUERQUE,29351,0.063526231
32017,NM- LOS ALAMOS,293,NM- ALBUQUERQUE,18031,0.037557815
32019,NM- PORTALES,400,TX- LUBBOCK,18459,0.04442231
32020,NM- RATON,293,NM- ALBUQUERQUE,12604,0.085541336
32021,NM- ROSWELL,293,NM- ALBUQUERQUE,65642,0.063054543
32022,NM- RUIDOSO,293,NM- ALBUQUERQUE,18110,0.060056928
32023,NM- SANTA FE,293,NM- ALBUQUERQUE,141570,0.043828887
32024,NM- SANTA ROSA,293,NM- ALBUQUERQUE,3766,0.054178775
32025,NM- SILVER CITY,293,NM- ALBUQUERQUE,35048,0.059776921
32026,NM- SOCORRO,293,NM- ALBUQUERQUE,15491,0.049638296
32027,NM- TAOS,293,NM- ALBUQUERQUE,30039,0.044392338
32028,NM- TRUTH OR CONSEQUENCE,393,TX- EL PASO,10432,0.095583726
32029,NM- TUCUMCARI,383,TX- AMARILLO,7726,0.077874752
32031,NM- MESCALERO,293,NM- ALBUQUERQUE,3704,0.032422886
32033,NM- SHIPROCK,293,NM- ALBUQUERQUE,22074,0.047317928
32034,NM- ZUNI,293,NM- ALBUQUERQUE,9649,0.03902649
33001,NY- ALBANY,295,NY- ALBANY,321731,0.051637729
33002,NY- ALEXANDRIA BAY,307,NY- SYRACUSE,9895,0.063993366
33003,NY- AMITYVILLE,301,NY- EAST LONG ISLAND,126182,0.074151761
33004,NY- AMSTERDAM,295,NY- ALBANY,57382,0.070798829
33005,NY- AUBURN,307,NY- SYRACUSE,75820,0.064291055
33006,NY- BATAVIA,299,NY- BUFFALO,65036,0.067862509
33007,NY- BATH,304,NY- ROCHESTER,23306,0.068459302
33008,NY- BAY SHORE,301,NY- EAST LONG ISLAND,212227,0.050373827
33009,NY- BETHPAGE,301,NY- EAST LONG ISLAND,131360,0.075596013
33010,NY- BINGHAMTON,296,NY- BINGHAMTON,243671,0.062500182
33011,NY- BROCKPORT,304,NY- ROCHESTER,40209,0.049203171
33012,NY- BRONX,297,NY- BRONX,1363669,0.051878024
33013,NY- BRONXVILLE,308,NY- WHITE PLAINS,69111,0.066514464
33014,NY- BROOKLYN,303,NY- NEW YORK,2496716,0.068047551
33015,NY- BUFFALO,299,NY- BUFFALO,755750,0.065746026
33016,NY- CAMBRIDGE,295,NY- ALBANY,16240,0.059327148
33017,NY- CANANDAIGUA,304,NY- ROCHESTER,74014,0.055978468
33018,NY- CARMEL,111,CT- NEW HAVEN,87285,0.050495233
33019,NY- CARTHAGE,307,NY- SYRACUSE,14134,0.065914031
33020,NY- CATSKILL,295,NY- ALBANY,62960,0.068228156
33022,NY- CLIFTON SPRINGS,304,NY- ROCHESTER,25578,0.066979478
33023,NY- COBLESKILL,295,NY- ALBANY,23331,0.05757168
33024,NY- COLD SPRING,308,NY- WHITE PLAINS,5521,0.056456013
33025,NY- COOPERSTOWN,295,NY- ALBANY,37444,0.055250575
33027,NY- CORNING,359,PA- SAYRE,45743,0.055765559
33028,NY- CORNWALL,308,NY- WHITE PLAINS,71849,0.050715009
33029,NY- CORTLAND,307,NY- SYRACUSE,59562,0.056701981
33030,NY- CUBA,299,NY- BUFFALO,8303,0.088592797
33031,NY- DANSVILLE,304,NY- ROCHESTER,35792,0.069531694
33032,NY- DOBBS FERRY,308,NY- WHITE PLAINS,16760,0.053944581
33033,NY- DUNKIRK,299,NY- BUFFALO,38222,0.068073199
33034,NY- EAST MEADOW,301,NY- EAST LONG ISLAND,113167,0.070642837
33035,NY- ELIZABETHTOWN,424,VT- BURLINGTON,4790,0.066556401
33036,NY- ELLENVILLE,295,NY- ALBANY,11580,0.062101355
33037,NY- ELMIRA,300,NY- ELMIRA,89705,0.065538796
33038,NY- FAR ROCKAWAY,301,NY- EAST LONG ISLAND,161243,0.072882086
33039,NY- FLUSHING,301,NY- EAST LONG ISLAND,1016375,0.069209809
33040,NY- FULTON,307,NY- SYRACUSE,32646,0.058837984
33041,NY- GENEVA,304,NY- ROCHESTER,49520,0.061380736
33042,NY- GLEN COVE,301,NY- EAST LONG ISLAND,76481,0.067483173
33043,NY- GLENS FALLS,295,NY- ALBANY,140902,0.062102701
33044,NY- GLOVERSVILLE,295,NY- ALBANY,45657,0.073416158
33045,NY- GOSHEN,292,NJ- RIDGEWOOD,91306,0.041178658
33046,NY- GOUVERNEUR,307,NY- SYRACUSE,12202,0.049775563
33047,NY- GOWANDA,299,NY- BUFFALO,17814,0.07182175
33048,NY- GREENPORT,301,NY- EAST LONG ISLAND,18844,0.091953363
33049,NY- HAMILTON,307,NY- SYRACUSE,28472,0.049174104
33050,NY- HARRIS,295,NY- ALBANY,54475,0.065427063
33052,NY- HORNELL,304,NY- ROCHESTER,24447,0.066210566
33053,NY- HUNTINGTON,301,NY- EAST LONG ISLAND,200674,0.065233141
33055,NY- IRVING,299,NY- BUFFALO,21912,0.068491792
33056,NY- ITHACA,304,NY- ROCHESTER,104564,0.033550223
33057,NY- JAMAICA,301,NY- EAST LONG ISLAND,804505,0.057012242
33058,NY- JAMESTOWN,351,PA- ERIE,75492,0.080053394
33059,NY- KENMORE,299,NY- BUFFALO,106908,0.074536961
33060,NY- KINGSTON,295,NY- ALBANY,128125,0.062560595
33061,NY- LACKAWANNA,299,NY- BUFFALO,30710,0.062705413
